ダウンロードした時刻：2024/06/07 00:28:20

,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
,伊是名,伊是名,伊是名,伊是名,伊是名,伊是名,伊是名,伊是名,伊是名,伊是名,奥,奥,奥,奥,奥,奥,奥,奥,奥,奥,名護,名護,名護,名護,名護,名護,名護,名護,名護,名護,名護,名護,北原,北原,北原,北原,北原,北原,北原,北原,北原,北原,久米島,久米島,久米島,久米島,久米島,久米島,久米島,久米島,久米島,久米島,久米島,久米島,宮城島,宮城島,宮城島,宮城島,宮城島,宮城島,宮城島,宮城島,宮城島,宮城島,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,渡嘉敷,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,那覇,安次嶺,安次嶺,安次嶺,安次嶺,安次嶺,安次嶺,安次嶺,安次嶺,安次嶺,安次嶺,糸数,糸数,糸数,糸数,糸数,糸数,糸数,糸数,糸数,糸数,北大東,北大東,北大東,北大東,北大東,北大東,北大東,北大東,北大東,北大東,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,南大東（南大東島）,旧東,旧東,旧東,旧東,旧東,旧東,旧東,旧東,旧東,旧東,下地島,下地島,下地島,下地島,下地島,下地島,下地島,下地島,下地島,下地島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,宮古島,鏡原,鏡原,鏡原,鏡原,鏡原,鏡原,鏡原,鏡原,鏡原,鏡原,仲筋,仲筋,仲筋,仲筋,仲筋,仲筋,仲筋,仲筋,仲筋,仲筋,伊原間,伊原間,伊原間,伊原間,伊原間,伊原間,伊原間,伊原間,伊原間,伊原間,所野,所野,所野,所野,所野,所野,所野,所野,所野,所野,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,与那国島,西表島,西表島,西表島,西表島,西表島,西表島,西表島,西表島,西表島,西表島,西表島,西表島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,石垣島,盛山,盛山,盛山,盛山,盛山,盛山,盛山,盛山,盛山,盛山,大原,大原,大原,大原,大原,大原,大原,大原,大原,大原,波照間,波照間,波照間,波照間,波照間,波照間,波照間,波照間,波照間,波照間
年月,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm)
,,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm)
,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2023/1,16.9,5,1,16.6,8,27.5,5,1,99.3,8,14.8,8,1,14.7,8,74.5,8,1,143.9,8,16.7,8,1,16.5,8,66.0,0,8,1,96.8,0,8,17.5,8,1,17.1,8,49.5,8,1,108.9,8,17.3,8,1,17.0,8,66.5,0,8,1,138.3,0,8,16.8,8,1,16.7,8,51.0,8,1,83.4,8,15.6,8,1,15.6,8,63.0,8,1,134.2,8,17.5,8,1,17.3,8,55.0,0,8,1,101.6,0,8,17.7,8,1,17.5,8,47.0,8,1,79.7,8,15.6,8,1,15.5,8,48.0,8,1,101.6,8,18.5,8,1,18.5,8,43.0,8,1,67.1,8,18.1,8,1,18.0,8,31.5,0,8,1,77.0,0,8,18.3,8,1,18.3,8,32.5,8,1,74.1,8,18.4,8,1,18.4,8,53.5,8,1,124.5,8,18.3,8,1,18.3,8,64.0,0,8,1,138.8,0,8,17.9,8,1,17.9,8,58.0,8,1,150.8,8,18.6,8,1,18.7,8,71.5,8,1,135.1,8,18.6,8,1,18.6,8,124.0,8,1,162.5,8,18.8,8,1,18.8,8,153.5,8,1,159.3,8,18.6,8,1,18.5,8,161.5,0,8,1,187.2,0,8,18.5,8,1,18.5,8,119.0,0,8,1,162.9,0,8,18.9,8,1,18.9,8,83.5,0,8,1,135.0,0,8,18.5,8,1,,0,113.5,8,1,,0,18.3,8,1,18.3,8,74.5,8,1,151.3,8,18.9,8,1,19.0,8,69.0,8,1,119.6,8
2023/2,18.5,8,1,16.7,8,63.0,8,1,108.2,8,16.2,8,1,14.9,8,130.0,8,1,159.7,8,18.4,8,1,16.8,8,83.0,0,8,1,109.9,0,8,19.0,8,1,17.8,8,96.5,8,1,111.6,8,19.0,8,1,17.3,8,98.0,0,8,1,141.2,0,8,18.2,8,1,17.2,8,74.0,8,1,106.9,8,17.1,8,1,15.7,8,91.5,8,1,129.2,8,19.0,8,1,17.5,8,77.5,0,8,1,114.5,0,8,19.2,8,1,18.2,8,62.5,8,1,92.9,8,17.2,8,1,15.8,8,64.0,8,1,119.7,8,19.5,8,1,18.8,8,14.0,8,1,65.7,8,19.3,8,1,18.1,8,23.5,0,8,1,79.9,0,8,19.2,8,1,18.7,8,19.5,8,1,73.7,8,19.9,5,1,19.1,8,31.0,5,1,103.5,8,19.7,8,1,18.6,8,57.0,0,8,1,119.8,0,8,19.4,8,1,18.7,8,49.5,8,1,125.4,8,19.9,8,1,19.5,8,44.5,8,1,111.5,8,19.7,8,1,19.0,8,44.5,8,1,129.7,8,19.8,8,1,19.5,8,130.0,8,1,174.9,8,19.5,8,1,19.0,8,132.0,0,8,1,163.6,0,8,19.6,8,1,19.0,8,41.5,0,8,1,146.6,0,8,20.1,8,1,19.4,8,54.5,0,8,1,124.0,0,8,19.6,8,1,,0,46.0,8,1,,0,19.4,8,1,18.8,8,39.0,8,1,120.1,8,19.9,8,1,19.5,8,38.5,8,1,101.4,8
2023/3,19.6,8,1,18.3,8,105.5,8,1,155.6,8,17.5,8,1,16.5,8,146.0,8,1,194.6,8,19.5,8,1,18.5,8,268.0,0,8,1,140.8,0,8,20.0,8,1,18.9,8,103.0,8,1,163.9,8,20.1,8,1,19.0,8,108.5,0,8,1,195.5,0,8,19.3,8,1,18.5,8,63.0,8,1,118.1,8,18.2,8,1,17.2,8,91.5,8,1,170.3,8,20.0,8,1,19.1,8,81.5,0,8,1,142.8,0,8,20.1,8,1,19.3,8,64.5,8,1,107.2,8,18.3,5,1,17.3,8,57.0,5,1,141.8,8,20.8,8,1,19.6,8,10.0,8,1,70.5,8,20.5,8,1,19.5,8,5.0,0,8,1,84.2,0,8,20.6,8,1,19.5,8,5.5,8,1,69.7,8,20.9,8,1,20.1,8,99.5,8,1,110.8,8,20.9,8,1,20.1,8,129.0,0,8,1,138.7,0,8,20.5,8,1,19.7,8,126.5,8,1,119.0,8,21.1,8,1,20.4,8,125.0,8,1,111.3,8,21.1,8,1,20.5,8,157.0,8,1,153.3,8,21.1,8,1,20.6,8,82.5,8,1,149.5,8,20.9,8,1,20.5,8,97.0,0,8,1,163.7,0,8,21.0,8,1,20.2,8,105.0,0,8,1,147.3,0,8,21.5,8,1,20.9,8,142.5,0,8,1,134.4,0,8,20.9,8,1,,0,149.5,8,1,,0,20.7,8,1,20.4,8,142.0,8,1,115.1,8,21.5,5,1,20.9,8,59.0,5,1,114.9,8
2023/4,21.8,8,1,20.7,8,157.5,8,1,157.5,8,20.0,8,1,19.0,8,200.0,8,1,199.4,8,22.2,8,1,20.9,8,183.0,0,8,1,160.8,0,8,22.3,8,1,21.3,8,182.5,8,1,174.8,8,22.4,8,1,21.5,8,163.0,0,8,1,196.8,0,8,21.4,5,1,20.5,8,149.0,5,1,141.2,8,20.3,8,1,19.5,8,210.0,8,1,194.9,8,22.5,8,1,21.5,8,221.0,0,8,1,161.0,0,8,22.6,8,1,21.6,8,221.5,8,1,134.5,8,20.6,8,1,19.7,8,164.0,8,1,164.4,8,22.5,8,1,21.6,8,53.5,8,1,112.6,8,22.5,8,1,21.6,8,42.5,0,8,1,113.6,0,8,22.4,8,1,21.5,8,39.0,8,1,102.7,8,23.0,8,1,22.4,8,37.5,8,1,142.2,8,22.9,8,1,22.5,8,74.0,0,8,1,148.7,0,8,22.6,8,1,22.0,8,68.0,8,1,141.4,8,23.2,8,1,22.8,8,63.0,8,1,138.7,8,23.2,8,1,22.8,8,108.5,8,1,177.6,8,23.2,8,1,23.0,8,180.0,8,1,138.5,8,23.1,8,1,23.0,8,204.0,0,8,1,153.0,0,8,23.1,8,1,22.8,8,30.5,0,8,1,157.3,0,8,23.7,8,1,23.4,8,84.5,0,8,1,146.9,0,8,22.9,8,1,22.8,8,92.0,8,1,180.8,8,22.9,8,1,22.9,8,28.0,8,1,131.5,8,23.5,8,1,23.2,8,15.0,8,1,131.7,8
2023/5,23.6,8,1,23.4,8,70.0,8,1,222.1,8,21.5,8,1,21.8,8,123.0,8,1,281.8,8,23.9,8,1,23.8,8,97.5,0,8,1,220.1,0,8,24.4,8,1,24.3,8,68.0,8,1,246.1,8,24.4,8,1,24.2,8,82.5,0,8,1,260.3,0,8,23.3,8,1,23.4,8,82.5,8,1,294.7,8,22.1,8,1,22.2,8,57.0,8,1,269.1,8,24.3,8,1,24.2,8,100.5,0,8,1,245.3,0,8,24.5,8,1,24.5,8,96.5,8,1,222.0,8,22.4,8,1,22.5,8,69.0,8,1,243.7,8,23.7,8,1,24.4,8,111.5,8,1,210.5,8,23.8,8,1,24.1,8,73.5,0,8,1,222.0,0,8,23.4,8,1,24.3,8,75.5,8,1,210.4,8,25.0,8,1,25.2,8,62.5,8,1,197.0,8,24.9,8,1,25.0,8,126.0,0,8,1,222.3,0,8,24.5,8,1,25.0,8,116.5,8,1,199.4,8,25.0,8,1,25.6,8,103.0,8,1,183.9,8,25.0,8,1,25.4,8,71.5,8,1,212.1,8,25.2,8,1,25.8,8,30.0,8,1,206.7,8,25.0,8,1,25.4,8,37.5,0,8,1,207.3,0,8,25.2,8,1,25.5,8,49.0,0,8,1,175.6,0,8,25.6,8,1,25.9,8,57.5,0,8,1,190.7,0,8,24.9,8,1,25.9,8,55.5,8,1,236.6,8,24.8,8,1,25.4,8,53.0,8,1,169.6,8,25.4,8,1,25.7,8,41.5,8,1,170.5,8
2023/6,26.4,8,1,26.4,8,311.5,8,1,304.5,8,24.9,8,1,25.0,8,436.0,8,1,342.8,8,27.0,8,1,26.9,8,345.0,0,8,1,291.7,0,8,27.2,8,1,27.2,8,223.5,8,1,319.1,8,27.2,8,1,27.2,8,233.0,0,8,1,307.4,0,8,26.2,8,1,26.4,8,320.0,8,1,293.5,8,25.1,8,1,25.1,8,227.5,8,1,284.8,8,27.2,8,1,27.2,8,400.5,0,8,1,284.4,0,8,27.3,8,1,27.3,8,328.5,8,1,292.3,8,25.5,8,1,25.4,8,316.5,8,1,289.4,8,26.7,8,1,27.1,8,96.5,8,1,206.4,8,26.6,8,1,26.9,8,117.5,0,8,1,199.6,0,8,26.5,8,1,27.0,8,101.5,8,1,206.3,8,27.4,8,1,27.8,8,59.5,8,1,192.0,8,27.5,8,1,27.7,8,78.0,0,8,1,194.7,0,8,27.1,8,1,27.5,8,71.0,8,1,189.8,8,27.5,8,1,28.2,8,163.0,8,1,177.9,8,27.4,8,1,27.8,8,106.5,8,1,206.7,8,27.7,8,1,28.1,8,190.0,8,1,152.3,8,27.6,8,1,27.9,8,158.0,0,8,1,162.3,0,8,27.7,8,1,27.8,8,120.0,0,8,1,186.3,0,8,27.9,8,1,28.4,8,155.0,0,8,1,208.2,0,8,27.3,8,1,28.4,8,118.5,8,1,174.9,8,27.3,8,1,27.9,8,174.0,8,1,183.9,8,27.6,8,1,28.1,8,74.0,8,1,147.7,8
