ダウンロードした時刻：2024/06/06 23:47:07

,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島
,高野,高野,高野,高野,高野,高野,高野,高野,高野,高野,三次,三次,三次,三次,三次,三次,三次,三次,三次,三次,庄原,庄原,庄原,庄原,庄原,庄原,庄原,庄原,庄原,庄原,大朝,大朝,大朝,大朝,大朝,大朝,大朝,大朝,大朝,大朝,油木,油木,油木,油木,油木,油木,油木,油木,油木,油木,加計,加計,加計,加計,加計,加計,加計,加計,加計,加計,三入,三入,三入,三入,三入,三入,三入,三入,三入,三入,世羅,世羅,世羅,世羅,世羅,世羅,世羅,世羅,世羅,世羅,府中,府中,府中,府中,府中,府中,府中,府中,府中,府中,東広島,東広島,東広島,東広島,東広島,東広島,東広島,東広島,東広島,東広島,本郷,本郷,本郷,本郷,本郷,本郷,本郷,本郷,本郷,本郷,福山,福山,福山,福山,福山,福山,福山,福山,福山,福山,福山,福山,廿日市津田,廿日市津田,廿日市津田,廿日市津田,廿日市津田,廿日市津田,廿日市津田,廿日市津田,廿日市津田,廿日市津田,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,広島,竹原,竹原,竹原,竹原,竹原,竹原,竹原,竹原,竹原,竹原,生口島,生口島,生口島,生口島,生口島,生口島,生口島,生口島,生口島,生口島,大竹,大竹,大竹,大竹,大竹,大竹,大竹,大竹,大竹,大竹,呉,呉,呉,呉,呉,呉,呉,呉,呉,呉,呉,呉,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈,呉市蒲刈
年月,降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃)
,,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃)
,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2023/1,160.5,8,1,147.9,8,-0.3,8,1,-0.5,8,91.5,8,1,74.2,8,2.1,8,1,1.9,8,72.5,8,1,71.2,8,1.7,8,1,1.0,8,121.0,8,1,120.8,8,0.6,8,1,0.6,8,39.0,8,1,46.5,8,0.1,8,1,0.0,8,108.0,8,1,106.6,8,2.3,8,1,2.0,8,55.0,8,1,61.5,8,3.3,8,1,3.5,8,33.5,8,1,45.5,8,1.5,8,1,1.4,8,23.0,8,1,40.6,8,3.9,8,1,3.6,8,38.0,8,1,46.9,8,2.5,8,1,2.3,8,30.5,8,1,33.4,8,3.4,8,1,2.9,8,21.5,0,8,1,38.5,0,8,4.7,8,1,4.6,8,66.5,8,1,64.5,8,1.6,8,1,1.5,8,45.5,0,8,1,46.2,0,8,5.7,8,1,5.4,8,26.0,8,1,38.1,8,5.8,8,1,5.7,8,32.0,8,1,39.5,8,6.4,8,1,5.7,8,63.5,8,1,50.7,8,5.7,8,1,5.3,8,50.5,0,8,1,41.5,0,8,6.3,8,1,6.1,8,34.5,8,1,48.5,8,7.0,8,1,6.6,8
2023/2,105.5,8,1,128.0,8,0.8,8,1,-0.1,8,48.0,8,1,73.0,8,3.5,8,1,2.8,8,61.0,8,1,71.9,8,3.2,8,1,2.0,8,92.5,8,1,109.9,8,2.0,8,1,1.3,8,46.0,8,1,52.9,8,1.3,8,1,0.7,8,93.0,8,1,103.7,8,3.7,8,1,2.8,8,57.5,8,1,73.6,8,5.0,8,1,4.4,8,42.0,8,1,53.9,8,2.9,8,1,2.3,8,32.0,8,1,49.5,8,5.0,8,1,4.4,8,50.0,8,1,60.0,8,4.0,8,1,3.2,8,37.0,5,1,53.9,8,4.6,5,1,3.9,8,30.5,0,8,1,47.0,0,8,5.5,8,1,5.2,8,85.0,8,1,80.4,8,3.3,8,1,2.4,8,61.5,0,8,1,64.0,0,8,6.9,8,1,6.2,8,35.5,8,1,48.5,8,6.1,8,1,5.8,8,35.5,8,1,49.7,8,6.4,8,1,5.8,8,55.0,8,1,73.4,8,6.7,8,1,6.0,8,40.5,0,8,1,59.3,0,8,7.0,8,1,6.5,8,38.5,8,1,65.7,8,7.1,8,1,6.7,8
2023/3,82.0,8,1,150.9,8,6.8,8,1,3.5,8,56.5,8,1,103.5,8,9.6,8,1,6.3,8,54.5,8,1,101.4,8,9.3,8,1,5.6,8,78.0,8,1,140.0,8,7.6,8,1,4.8,8,69.0,8,1,96.6,8,7.2,8,1,4.2,8,67.5,8,1,132.7,8,9.9,8,1,6.5,8,59.5,8,1,122.0,8,10.7,8,1,7.8,8,61.5,8,1,94.8,8,8.8,8,1,5.7,8,59.0,8,1,88.9,8,11.0,8,1,7.8,8,64.5,8,1,105.0,8,9.7,8,1,6.6,8,66.0,5,1,88.0,8,11.1,5,1,7.2,8,59.5,0,8,1,83.7,0,8,11.0,8,1,8.5,8,65.0,8,1,144.6,8,9.0,8,1,5.9,8,64.5,0,8,1,118.3,0,8,12.6,8,1,9.5,8,68.0,8,1,88.6,8,10.8,8,1,8.6,8,63.0,8,1,84.4,8,10.9,8,1,8.6,8,74.5,8,1,130.9,8,12.1,8,1,9.2,8,66.5,0,8,1,106.7,0,8,12.2,8,1,9.6,8,72.0,8,1,109.3,8,12.1,8,1,9.6,8
2023/4,225.0,8,1,134.4,8,10.5,8,1,9.3,8,220.0,8,1,104.4,8,13.1,8,1,11.9,8,203.5,8,1,105.5,8,12.7,8,1,11.4,8,211.0,8,1,136.4,8,11.5,8,1,10.4,8,224.5,8,1,104.5,8,10.5,8,1,9.8,8,197.0,8,1,133.5,8,13.1,8,1,12.0,8,241.5,8,1,138.7,8,13.9,8,1,13.3,8,230.5,8,1,105.6,8,12.4,8,1,11.4,8,189.0,8,1,100.7,8,14.0,8,1,13.3,8,224.0,8,1,120.6,8,13.0,8,1,12.1,8,237.0,8,1,115.3,8,13.4,8,1,12.6,8,190.0,0,8,1,91.6,0,8,14.3,8,1,13.7,8,295.5,8,1,180.0,8,12.4,8,1,11.4,8,246.5,0,8,1,141.0,0,8,15.7,8,1,14.8,8,212.0,5,1,95.6,8,13.8,5,1,13.0,8,174.0,8,1,88.9,8,14.1,5,1,13.4,8,254.0,8,1,156.8,8,15.2,5,1,14.4,8,243.5,0,8,1,126.0,0,8,15.3,8,1,14.4,8,242.0,8,1,118.8,8,14.7,8,1,13.7,8
2023/5,232.5,8,1,156.9,8,14.8,8,1,14.5,8,262.5,8,1,135.8,8,17.6,5,1,17.1,8,261.5,8,1,140.5,8,17.1,5,1,16.4,8,221.0,8,1,158.6,8,16.0,8,1,15.5,8,231.0,8,1,137.1,8,14.7,5,1,14.8,8,224.0,8,1,158.3,8,17.6,8,1,17.0,8,251.5,8,1,170.0,8,18.2,5,1,18.2,8,220.0,8,1,128.4,8,16.9,8,1,16.6,8,203.5,8,1,130.3,8,18.5,5,1,18.3,8,213.0,8,1,147.7,8,17.7,5,1,17.3,8,210.5,8,1,133.4,8,17.6,8,1,17.6,8,187.5,0,8,1,117.7,0,8,18.7,8,1,18.7,8,267.0,8,1,212.1,8,16.8,8,1,16.5,8,255.0,0,8,1,169.8,0,8,19.9,8,1,19.6,8,165.0,8,1,121.1,8,17.8,8,1,17.3,8,158.5,8,1,108.3,8,17.8,8,1,18.1,8,237.0,8,1,181.1,8,19.6,8,1,19.2,8,222.5,0,8,1,147.2,0,8,19.4,8,1,19.0,8,215.5,8,1,116.2,8,18.4,5,1,18.2,8
2023/6,305.5,8,1,211.3,8,19.0,8,1,18.5,8,198.5,8,1,186.1,8,21.6,8,1,21.2,8,238.0,8,1,187.5,8,20.9,8,1,20.3,8,238.5,8,1,214.2,8,19.9,8,1,19.5,8,191.0,8,1,177.8,8,19.1,8,1,18.8,8,265.5,8,1,220.8,8,21.2,8,1,20.9,8,204.0,8,1,224.2,8,22.1,8,1,22.1,8,159.0,8,1,181.8,8,20.8,8,1,20.5,8,139.0,8,1,185.1,8,22.4,8,1,22.1,8,176.5,8,1,207.4,8,21.3,8,1,21.2,8,160.0,8,1,189.7,8,21.0,8,1,21.0,8,130.0,0,8,1,174.5,0,8,22.6,8,1,22.5,8,255.5,8,1,270.0,8,20.3,5,1,20.3,8,219.0,0,8,1,226.5,0,8,23.3,8,1,23.2,8,171.0,8,1,193.2,8,21.3,8,1,20.8,8,169.0,8,1,172.3,8,21.6,8,1,21.8,8,299.5,8,1,257.9,8,22.7,8,1,22.8,8,250.0,0,8,1,217.9,0,8,22.6,8,1,22.4,8,250.5,8,1,230.0,8,21.5,8,1,21.5,8
