ダウンロードした時刻：2024/06/06 22:15:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城,宮城
,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,駒ノ湯,気仙沼,気仙沼,気仙沼,気仙沼,気仙沼,気仙沼,気仙沼,気仙沼,気仙沼,気仙沼,川渡,川渡,川渡,川渡,川渡,川渡,川渡,川渡,川渡,川渡,築館,築館,築館,築館,築館,築館,築館,築館,築館,築館,米山,米山,米山,米山,米山,米山,米山,米山,米山,米山,志津川,志津川,志津川,志津川,志津川,志津川,志津川,志津川,志津川,志津川,古川,古川,古川,古川,古川,古川,古川,古川,古川,古川,大衡,大衡,大衡,大衡,大衡,大衡,大衡,大衡,大衡,大衡,鹿島台,鹿島台,鹿島台,鹿島台,鹿島台,鹿島台,鹿島台,鹿島台,鹿島台,鹿島台,石巻,石巻,石巻,石巻,石巻,石巻,石巻,石巻,石巻,石巻,石巻,石巻,女川,女川,女川,女川,女川,女川,女川,女川,女川,女川,新川,新川,新川,新川,新川,新川,新川,新川,新川,新川,塩釜,塩釜,塩釜,塩釜,塩釜,塩釜,塩釜,塩釜,塩釜,塩釜,仙台,仙台,仙台,仙台,仙台,仙台,仙台,仙台,仙台,仙台,仙台,仙台,名取,名取,名取,名取,名取,名取,名取,名取,名取,名取,白石,白石,白石,白石,白石,白石,白石,白石,白石,白石,蔵王,蔵王,蔵王,蔵王,蔵王,蔵王,蔵王,蔵王,蔵王,蔵王,亘理,亘理,亘理,亘理,亘理,亘理,亘理,亘理,亘理,亘理,丸森,丸森,丸森,丸森,丸森,丸森,丸森,丸森,丸森,丸森
年月,降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃)
,,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(℃),平年値(℃)
,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,現象なし情報,品質情報,均質番号,,現象なし情報,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2023/1,88.5,8,1,126.8,8,-3.0,8,1,-2.9,8,14.0,8,1,44.2,8,0.2,8,1,0.3,8,69.5,8,1,113.4,8,-0.4,8,1,-0.9,8,14.5,8,1,42.1,8,-0.2,8,1,-0.3,8,3.5,8,1,35.5,8,0.2,8,1,-0.1,8,5.5,8,1,45.3,8,0.9,8,1,0.7,8,11.0,8,1,44.9,8,0.1,8,1,0.0,8,27.0,8,1,60.5,8,0.2,8,1,0.2,8,6.0,8,1,35.1,8,0.1,8,1,0.3,8,4.5,0,8,1,38.8,0,8,1.0,8,1,1.0,8,5.5,8,1,54.6,8,1.4,8,1,0.9,8,51.5,8,1,76.3,8,-0.7,8,1,-0.8,8,8.5,8,1,38.3,8,1.1,8,1,0.9,8,10.0,0,8,1,42.3,0,8,2.1,8,1,2.0,8,1.0,8,1,31.4,8,1.8,8,1,1.6,8,14.0,8,1,50.8,8,1.6,8,1,1.2,8,9.5,8,1,46.1,8,0.5,8,1,0.6,8,1.5,8,1,45.3,8,1.9,8,1,1.8,8,4.5,8,1,52.9,8,1.6,8,1,1.3,8
2023/2,94.0,8,1,96.8,8,-2.0,8,1,-2.4,8,33.0,8,1,38.7,8,0.8,8,1,0.7,8,75.0,8,1,82.8,8,0.3,8,1,-0.4,8,45.5,8,1,35.1,8,0.5,8,1,0.4,8,37.5,8,1,29.1,8,0.8,8,1,0.6,8,36.0,8,1,39.2,8,1.5,8,1,1.2,8,45.5,8,1,35.0,8,0.6,8,1,0.6,8,48.5,8,1,44.7,8,1.0,8,1,0.7,8,28.5,8,1,29.2,8,0.9,8,1,0.8,8,30.5,0,8,1,31.0,0,8,1.8,8,1,1.6,8,38.5,8,1,38.3,8,2.1,8,1,1.2,8,77.5,8,1,60.1,8,-0.1,8,1,-0.5,8,33.0,8,1,31.8,8,2.0,8,1,1.3,8,31.5,0,8,1,33.9,0,8,3.0,8,1,2.4,8,20.5,8,1,23.3,8,2.7,8,1,2.2,8,38.0,8,1,36.6,8,2.2,8,1,1.7,8,37.0,8,1,37.1,8,1.3,8,1,1.1,8,28.0,8,1,33.3,8,2.8,8,1,2.2,8,37.5,8,1,35.8,8,2.1,8,1,1.8,8
2023/3,90.5,8,1,125.8,8,4.2,8,1,0.6,8,140.0,8,1,94.5,8,7.2,8,1,3.9,8,63.5,8,1,105.1,8,6.5,8,1,2.7,8,78.5,8,1,73.0,8,7.0,8,1,3.7,8,78.5,8,1,69.9,8,7.4,8,1,4.0,8,98.0,8,1,88.6,8,7.6,8,1,4.2,8,62.5,8,1,70.4,8,7.1,8,1,3.8,8,64.5,8,1,79.6,8,7.2,8,1,3.9,8,71.5,8,1,72.2,8,7.1,8,1,3.9,8,97.5,0,8,1,72.4,0,8,7.9,8,1,4.6,8,90.5,8,1,98.6,8,8.1,8,1,4.9,8,55.0,8,1,89.0,8,6.2,8,1,2.6,8,59.5,8,1,71.2,8,8.4,8,1,4.4,8,61.0,0,8,1,74.4,0,8,9.3,8,1,5.5,8,51.5,8,1,63.0,8,8.5,8,1,5.4,8,44.0,8,1,71.0,8,8.4,8,1,4.7,8,54.5,8,1,72.2,8,7.3,8,1,4.4,8,50.0,8,1,71.7,8,8.7,8,1,5.2,8,42.5,8,1,73.7,8,7.8,8,1,4.9,8
2023/4,120.0,8,1,135.7,8,8.4,8,1,6.3,8,88.0,8,1,106.6,8,11.0,8,1,8.9,8,90.5,8,1,110.2,8,10.6,8,1,8.5,8,76.0,8,1,87.3,8,11.0,8,1,9.2,8,64.5,8,1,77.3,8,11.6,8,1,9.4,8,82.5,8,1,103.3,8,11.8,8,1,9.2,8,48.5,8,1,82.7,8,11.3,8,1,9.4,8,49.0,8,1,88.4,8,11.3,8,1,9.4,8,52.0,8,1,84.7,8,11.3,8,1,9.1,8,77.5,0,8,1,86.1,0,8,11.9,8,1,9.6,8,95.0,8,1,125.7,8,12.1,8,1,9.4,8,58.5,8,1,101.2,8,10.3,8,1,8.2,8,50.5,8,1,87.9,8,12.3,8,1,9.6,8,47.5,0,8,1,90.2,0,8,13.3,8,1,10.7,8,36.0,8,1,85.5,8,12.7,8,1,10.0,8,37.0,8,1,96.0,8,12.9,8,1,10.2,8,36.0,8,1,101.0,8,11.8,8,1,9.3,8,31.5,8,1,86.6,8,12.8,8,1,10.3,8,25.0,8,1,90.9,8,12.9,8,1,10.3,8
2023/5,212.0,8,1,164.8,8,12.4,8,1,12.0,8,106.5,8,1,128.2,8,14.5,8,1,13.8,8,170.5,8,1,132.1,8,14.9,8,1,14.0,8,121.5,8,1,111.9,8,15.3,8,1,14.9,8,113.0,8,1,93.6,8,15.8,8,1,15.1,8,108.5,8,1,116.7,8,15.0,8,1,14.0,8,119.0,8,1,102.8,8,15.9,8,1,15.1,8,127.5,8,1,110.2,8,15.5,8,1,14.8,8,107.5,8,1,95.1,8,15.7,8,1,14.7,8,82.0,0,8,1,96.8,0,8,15.4,8,1,14.5,8,87.5,8,1,119.7,8,15.1,8,1,14.8,8,122.0,8,1,115.1,8,14.2,8,1,13.6,8,98.0,8,1,101.8,8,15.9,8,1,14.6,8,124.5,0,8,1,110.2,0,8,16.6,8,1,15.6,8,93.5,8,1,96.0,8,15.8,8,1,15.1,8,101.0,8,1,99.3,8,16.3,8,1,15.5,8,126.5,8,1,106.0,8,15.0,8,1,15.1,8,102.0,8,1,104.7,8,15.9,8,1,15.2,8,131.0,8,1,99.9,8,16.1,8,1,15.7,8
2023/6,204.5,8,1,228.2,8,17.2,8,1,15.9,8,207.0,8,1,153.7,8,19.5,8,1,17.6,8,175.0,8,1,161.5,8,19.9,8,1,18.0,8,210.5,8,1,134.2,8,20.6,8,1,18.9,8,199.5,8,1,111.2,8,21.1,8,1,19.0,8,233.5,8,1,130.7,8,19.9,8,1,17.5,8,190.0,8,1,123.3,8,20.9,8,1,19.0,8,233.0,8,1,135.3,8,20.5,8,1,18.7,8,201.5,8,1,119.4,8,20.9,8,1,18.7,8,221.0,0,8,1,110.6,0,8,20.5,8,1,18.3,8,209.0,8,1,145.2,8,20.0,8,1,18.0,8,161.5,8,1,157.5,8,19.2,8,1,17.4,8,170.0,8,1,130.0,8,20.9,8,1,18.3,8,173.0,0,8,1,143.7,0,8,21.6,8,1,19.2,8,146.5,8,1,107.6,8,21.1,8,1,19.0,8,181.5,8,1,146.6,8,21.0,8,1,19.0,8,192.0,8,1,146.0,8,20.3,8,1,18.7,8,215.0,8,1,133.1,8,21.0,8,1,18.7,8,195.0,8,1,126.8,8,21.3,8,1,19.2,8
